run_id,algorithm,optimizer,seed,N_local,M_blocks,n_total,p,lambda,runtime_sec,best_profit,classical_opt_profit,num_samples_total,num_samples_feasible,num_samples_postselected,num_objective_evals,num_qubits,circuit_depth,two_qubit_gate_count,solution_path,history_path,notes
qaoa_local_cobyla_n10_m1_p2_lam515p360102_20260405T100225Z,qaoa,cobyla,0,10,1,10,2,515.36010240000007,78.22052829200402,298.81894348800006,454.34733052800004,3072,300,,24,15,,164,SOLUTIONS/HEURISTICS/solutions/qaoa_local_cobyla_n10_m1_p2_lam515p360102_20260405T100225Z_solution.csv,SOLUTIONS/HEURISTICS/histories/qaoa_local_cobyla_n10_m1_p2_lam515p360102_20260405T100225Z_history.csv,execution_target=local; optimizer=cobyla; num_samples_feasible counts per-evaluation package-local samples against original coverage constraints; two_qubit_gate_count is derived from generated QAOA zz_phase terms; compiled circuit depth is unavailable from the current guppylang/hugr package API
