run_id,algorithm,optimizer,seed,N_local,M_blocks,n_total,p,lambda,runtime_sec,best_profit,classical_opt_profit,num_samples_total,num_samples_feasible,num_samples_postselected,num_objective_evals,num_qubits,circuit_depth,two_qubit_gate_count,solution_path,history_path,notes
qaoa_local_spsa_n5_m3_p2_lamx3_515p360102-669p59724-921p694313_20260405T095454Z,qaoa,spsa,0,5,3,15,2,"[515.3601024000001, 669.5972399999999, 921.6943125]",60.32060612499481,1108.0341768600001,1196.673252444,9216,1453,,72,8,,56,SOLUTIONS/HEURISTICS/solutions/qaoa_local_spsa_n5_m3_p2_lamx3_515p360102-669p59724-921p694313_20260405T095454Z_solution.csv,SOLUTIONS/HEURISTICS/histories/qaoa_local_spsa_n5_m3_p2_lamx3_515p360102-669p59724-921p694313_20260405T095454Z_history.csv,execution_target=local; optimizer=spsa; num_samples_feasible counts per-evaluation package-local samples against original coverage constraints; two_qubit_gate_count is derived from generated QAOA zz_phase terms; compiled circuit depth is unavailable from the current guppylang/hugr package API; lambda stores one penalty value per package-local block
