run_id,algorithm,optimizer,seed,N_local,M_blocks,n_total,p,lambda,runtime_sec,best_profit,classical_opt_profit,num_samples_total,num_samples_feasible,num_samples_postselected,num_objective_evals,num_qubits,circuit_depth,two_qubit_gate_count,solution_path,history_path,notes
dqi_analytic_bp1_n5_m3_p1_20260405T103646Z,dqi,BP1,0,5,3,15,1,,5.632905999897048,,1196.673252444,,,0,3,,,,SOLUTIONS/HEURISTICS/solutions/dqi_analytic_bp1_n5_m3_p1_20260405T103646Z_solution.csv,SOLUTIONS/HEURISTICS/histories/dqi_analytic_bp1_n5_m3_p1_20260405T103646Z_history.csv,bp_mode=BP1; objective_mode=compressed; bp_iterations=2; try_quantum=1; solution matrix uses -1 where no quantum semantic assignment was available; analytic DQI estimates come from the patched package-local max-XOR workflow; detailed_artifact=SOLUTIONS/HEURISTICS/solutions/dqi_analytic_bp1_n5_m3_p1_20260405T103646Z_dqi_artifact.json; best_profit left blank because the current DQI run did not yield a complete package matrix
